primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
easmog1,[],['call'],-0.636,34.117,Arizelocichla nigriceps,Eastern Mountain Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/316030,easmog1/XC316030.ogg
easmog1,[],['call'],-0.9681,36.6945,Arizelocichla nigriceps,Eastern Mountain Greenbul,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/434328,easmog1/XC434328.ogg
easmog1,[],['song'],-0.636,34.117,Arizelocichla nigriceps,Eastern Mountain Greenbul,James Bradley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,https://www.xeno-canto.org/469902,easmog1/XC469902.ogg
easmog1,[],['call'],-4.7772,38.3205,Arizelocichla nigriceps,Eastern Mountain Greenbul,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/473926,easmog1/XC473926.ogg
easmog1,[],"['adult', 'call', 'sex uncertain']",-2.9363,37.4901,Arizelocichla nigriceps,Eastern Mountain Greenbul,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.0,http://xeno-canto.org/690369,easmog1/XC690369.ogg
easmog1,[],[''],-1.2502,29.7971,Arizelocichla nigriceps,Eastern Mountain Greenbul,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/703473,easmog1/XC703473.ogg
easmog1,[],[''],-1.3632,29.6121,Arizelocichla nigriceps,Eastern Mountain Greenbul,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/704478,easmog1/XC704478.ogg
easmog1,[],[''],-1.3621,29.6001,Arizelocichla nigriceps,Eastern Mountain Greenbul,András Schmidt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/704569,easmog1/XC704569.ogg
fatrav1,[],['call'],9.8013,38.5483,Corvus rhipidurus,Fan-tailed Raven,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267910,fatrav1/XC267910.ogg
fatrav1,[],['call'],9.847,39.7441,Corvus rhipidurus,Fan-tailed Raven,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267911,fatrav1/XC267911.ogg
fatrav1,[],['call'],7.5479,38.6835,Corvus rhipidurus,Fan-tailed Raven,Andrew Spencer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/267912,fatrav1/XC267912.ogg
fatrav1,[],['call'],18.9649,42.1392,Corvus rhipidurus,Fan-tailed Raven,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/293487,fatrav1/XC293487.ogg
fatrav1,[],['call'],18.9639,42.1312,Corvus rhipidurus,Fan-tailed Raven,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/293554,fatrav1/XC293554.ogg
fatrav1,[],"['call', 'flight call']",31.5197,35.3865,Corvus rhipidurus,Fan-tailed Raven,Thomas Lüthi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/322388,fatrav1/XC322388.ogg
fatrav1,[],['call'],31.4714,35.3758,Corvus rhipidurus,Fan-tailed Raven,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/348306,fatrav1/XC348306.ogg
fatrav1,[],['flight call'],31.1367,35.3289,Corvus rhipidurus,Fan-tailed Raven,Simon Vyncke,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/354694,fatrav1/XC354694.ogg
fatrav1,[],['call'],17.1024,54.45,Corvus rhipidurus,Fan-tailed Raven,Matthias Feuersenger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/371194,fatrav1/XC371194.ogg
fatrav1,[],['call'],17.1024,54.45,Corvus rhipidurus,Fan-tailed Raven,Matthias Feuersenger,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/371225,fatrav1/XC371225.ogg
fatrav1,[],['flight call'],17.114,54.5583,Corvus rhipidurus,Fan-tailed Raven,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/445355,fatrav1/XC445355.ogg
fatrav1,[],['alarm call'],24.3445,39.0073,Corvus rhipidurus,Fan-tailed Raven,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/447027,fatrav1/XC447027.ogg
fatrav1,[],['call'],12.0413,39.0372,Corvus rhipidurus,Fan-tailed Raven,Oscar Campbell,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/474458,fatrav1/XC474458.ogg
fatrav1,[],['Wingflaps'],7.4103,38.4255,Corvus rhipidurus,Fan-tailed Raven,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/509609,fatrav1/XC509609.ogg
fatrav1,[],['call'],9.7335,38.8163,Corvus rhipidurus,Fan-tailed Raven,Aladdin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/512852,fatrav1/XC512852.ogg
fatrav1,[],['call'],17.113,54.5598,Corvus rhipidurus,Fan-tailed Raven,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/529125,fatrav1/XC529125.ogg
fatrav1,[],['call'],17.113,54.5598,Corvus rhipidurus,Fan-tailed Raven,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0.0,https://www.xeno-canto.org/529126,fatrav1/XC529126.ogg
fatrav1,[],['call'],17.1132,54.5798,Corvus rhipidurus,Fan-tailed Raven,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/687329,fatrav1/XC687329.ogg
fatrav1,[],['call'],17.1132,54.5798,Corvus rhipidurus,Fan-tailed Raven,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/687331,fatrav1/XC687331.ogg
fatrav1,[],['call'],17.1132,54.5798,Corvus rhipidurus,Fan-tailed Raven,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/687332,fatrav1/XC687332.ogg
fatrav1,[],[''],18.2717,42.384,Corvus rhipidurus,Fan-tailed Raven,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/746120,fatrav1/XC746120.ogg
fatrav1,[],[''],18.2717,42.384,Corvus rhipidurus,Fan-tailed Raven,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/746121,fatrav1/XC746121.ogg
fatrav1,[],[''],18.1952,42.4769,Corvus rhipidurus,Fan-tailed Raven,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746540,fatrav1/XC746540.ogg
fatrav1,[],[''],18.1952,42.4769,Corvus rhipidurus,Fan-tailed Raven,David Darrell-Lambert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/746541,fatrav1/XC746541.ogg
fatrav1,[],[''],0.2841,36.9102,Corvus rhipidurus,Fan-tailed Raven,Alexander Schlatmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://xeno-canto.org/748247,fatrav1/XC748247.ogg
